Video Name:,Power_,,,,,,,,,,,
Video #,Positions & Player Track ID,,,,,,,,,,,
1,"QB,18","RB,20","HB,3","WR1,4","WR2,5","WR3,2","LT,23","LG,17","C,22","RG,19","RT,13",
1,"DE1,14","DT,15","DE2,7","OLB,12","LB1,11","LB2,16","SAF,6","CB1,21","CB2,10","CB3,8","SAF,9",
2,"QB,0","RB,16","HB,14","WR1,NV","WR2,NV","WR3,NV","LT,15","LG,23","C,22","RG,18","RT,17",
2,"DE1,20","DT,22","DE2,9","OLB,12","LB1,21","LB2,13","SAF,25","CB1,NV","CB2,NV","CB3,NV","SAF,27",
3,"QB,20","RB,5","HB,6","WR1,1","WR2,5","LT,5","LG,18","C,17","RG,21","RT,19","TE,4",
3,"DE1,8","DT,12","DE2,2","OLB,10","LB1,11","LB2,0","SAF,7","CB1,7","CB2,16","SAF1,13","SAF2,14",
4,"QB,15","RB,4","HB,11","WR1,NV","WR2,NV","LT,7","LG,5","C,NV","RG,10","RT,9","TE,2",
4,"DE1,12","DT,NV","DE2,14","OLB,0","LB1,6","LB2,13","SAF,8","CB1,NV","CB2,NV","SAF1,3","SAF2,1",
5,"QB,15","RB,11","HB,10","WR1,8","WR2,7","WR3,0","LT,16","LG,19","C,21","RG,20","RT,18",
5,"DE1,12","DT,NV","DE2,14","OLB,0","LB1,6","LB2,13","SAF,8","CB1,NV","CB2,NV","SAF1,3","SAF2,1",
6,"QB,7","RB,12","HB,2","WR1,NV","WR2,NV","WR3,NV","LT,10","LG,9","C,13","RG,6","RT,4",
6,"DE1,4","DT1,17","DT2,13","DE2,5","LB1,14","LB2,9","CB1,12","CB2,6","CB3,3","CB4,2","SAF,1",
7,"QB,11","RB,8","WR1,0","WR2,3","WR3,6","LT,0","LG,10","C,13","RG,17","RT,15","TE,14",
7,"DE1,9","DT,14","DE2,0","OLB,1","LB,8","LB1,11","LB2,NV","CB1,NV","CB2,5","CB3,3","SAF1,NV","SAF2,NV"
8,"QB,5","RB,3","WR1,NV","WR2,NV","WR3,NV","LT,1","LG,9","C,10","RG,4","RT,0","TE,2",
8,"DE1,16","DT1,NV","DT2,0","DE2,12","LB1,10","LB2,7","SAF,9","CB1,1","CB2,5","CB3,4","SAF,2",
9,"QB,19","RB,6","WR1,9","WR2,11","LT,2","LG,17","C,13","RG,20","RT,21","TE1,16","TE2,14",
9,"DE1,6","DT,12","DE2,15","OLB,7","LB1,8","LB2,14","SAF,11","CB1,NV","CB2,NV","CB3,NV","SAF,15",
10,"QB,9","RB,3","WR1,NV","WR2,NV","LT,2","LG,13","C,11","RG,6","RT,4","TE,15",,
10,"DE1,7","DT1,9","DT2,3","DE2,1","LB1,4","LB2,15","SAF,10","CB1,0","CB2,12","SAF,18",,
11,"QB,16","RB,14","HB,2","WR1,0","WR2,1","WR3,8","LT,5","LG,21","C,20","RG,18","RT,6","TE,2"
11,"DE1,17","DT1,14","DT2,15","DE2,1","LB1,0","LB2,8","SAF,10","CB1,NV","CB2,12","SAF,16",,
12,"QB,10","RB,4","HB,1","WR1,NV","WR2,NV","WR3,NV","LT,12","LG,7","C,NV","RG,14","RT,5",
12,"DE1,15","DT,17","DE2,3","LB1,4","LB2,7","CB1,9","CB2,11","CB3,17","SAF1,12","SAF2,10",,
13,"QB,17","RB,4","HB,16","WR1,3","WR2,2","WR3,1","LT,14","LG,5","C,21","RG,20","RT,19",
13,"DE1,11","DT,13","DE2,9","LB1,6","LB2,8","CB1,NV","CB2,2","CB3,NV","SAF1,0","SAF2,3",,
14,"QB,25","RB,19","HB,18","WR1,NV","WR2,NV","WR3,NV","LT,17","LG,22","C,NV","RG,20","RT,21",
14,"DE1,0","DT,8","DE2,15","LB1,10","LB2,7","CB1,6","CB2,11","CB3,9","SAF1,18","SAF2,12",,
15,"QB,11","RB,3","HB,1","WR1,4","WR2,0","LT,18","LG,17","C,7","RG,21","RT,15","TE,9",
15,"DE1,NV","DT,NV","DE2,27","LB1,10","LB2,24","CB1,NV","CB2,NV","CB3,NV","SAF1,23","SAF2,26",,
16,"QB,15","RB,6","HB,3","WR1,NV","WR2,NV","LT,0","LG,2","C,9","RG,4","RT,7","TE,1",
16,"DE1,15","DT1,8","DT2,14","DE2,10","LB1,20","LB2,16","SAF,13","CB1,5","CB2,2","SAF1,12","SAF2,6",
17,"QB,12","RB,14","WR1,1","WR2,2","LT,15","LG,21","C,16","RG,19","RT,17","TE1,15","TE2,10",
